case_id	stem	cc	group	sources
240514-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_16	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_16.c
240515-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_17	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_17.c
240516-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_18	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_18.c
240517-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_43	g++	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_43.cpp
240518-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_62a	g++	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_62b.cpp
240519-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_63a	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_63b.c
240520-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_64a	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_64b.c
240521-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_01.c
240522-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_02.c
240523-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_03.c
240524-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_04.c
240525-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_05.c
240526-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_06.c
240527-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_07.c
240528-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_08.c
240529-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_09.c
240530-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_10.c
240531-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_11.c
240533-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_13.c
240534-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_14.c
240535-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_15.c
240536-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_16.c
240537-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_17.c
240538-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_18.c
240539-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_43.cpp
240540-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_01.c
240541-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_02.c
240542-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_03.c
240543-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_04.c
240544-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_05.c
240545-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_06.c
240546-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_07.c
240547-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_08.c
240548-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_09.c
240549-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_10.c
240550-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_11.c
240552-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_13.c
240553-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_14.c
240554-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_15.c
240555-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_16.c
240556-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_17.c
240557-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_18.c
240558-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_43.cpp
240559-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_01	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_01.c
240560-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_02	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_02.c
240561-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_03	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_03.c
240562-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_04	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_04.c
240563-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_05	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_05.c
240564-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_06	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_06.c
240565-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_07	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_07.c
240566-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_08	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_08.c
240567-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_09	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_09.c
240568-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_10	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_10.c
240569-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_11	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_11.c
240571-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_13	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_13.c
240572-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_14	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_14.c
240573-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_15	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_15.c
240574-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_16	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_16.c
240575-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_17	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_17.c
240576-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_18	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_18.c
240577-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_43	g++	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_43.cpp
240578-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_62a	g++	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_62b.cpp
240579-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_63a	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_63b.c
240580-v2.0.0	CWE457_Use_of_Uninitialized_Variable__struct_pointer_64a	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__struct_pointer_64b.c
240581-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_01	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_01.cpp
240582-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_02	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_02.cpp
240583-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_03	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_03.cpp
240584-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_04	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_04.cpp
240585-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_05	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_05.cpp
240586-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_06	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_06.cpp
240587-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_07	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_07.cpp
240588-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_08	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_08.cpp
240589-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_09	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_09.cpp
240590-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_10	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_10.cpp
240591-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_11	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_11.cpp
240593-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_13	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_13.cpp
240594-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_14	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_14.cpp
240595-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_15	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_15.cpp
240596-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_16	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_16.cpp
240597-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_17	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_17.cpp
240598-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_18	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_18.cpp
240599-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_43.cpp
240600-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_01	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_01.cpp
240601-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_02	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_02.cpp
240602-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_03	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_03.cpp
240603-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_04	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_04.cpp
240604-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_05	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_05.cpp
240605-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_06	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_06.cpp
240606-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_07	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_07.cpp
240607-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_08	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_08.cpp
240608-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_09	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_09.cpp
240609-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_10	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_10.cpp
240610-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_11	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_11.cpp
240612-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_13	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_13.cpp
240613-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_14	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_14.cpp
240614-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_15	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_15.cpp
240615-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_16	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_16.cpp
240616-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_17	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_17.cpp
240617-v2.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_18	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_18.cpp
